pid,trial_index,stimulus_song,target_song,emotion,arousal,valence,correct
8,30,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,relaxed,3,3,TRUE
8,31,audio/13_Motown_Junk.mp3,angry,angry,7,4,TRUE
8,32,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,relaxed,3,4,FALSE
8,33,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,2,3,TRUE
8,34,audio/4_Mbube.mp3,relaxed,relaxed,4,4,TRUE
8,35,audio/5_Love's_Requiem.mp3,sad,relaxed,4,4,FALSE
8,36,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,relaxed,5,6,FALSE
8,37,audio/21_Skank_Down.mp3,happy,happy,6,6,TRUE
8,38,audio/2_Incomplete.mp3,angry,none of these,5,5,FALSE
8,39,audio/23_Inside.mp3,sad,sad,4,4,TRUE
8,40,audio/28_Valerie.mp3,happy,happy,4,4,TRUE
8,41,audio/8_Restless.mp3,happy,happy,6,4,TRUE
9,0,audio/16_Restless.mp3,happy,angry,2,1,FALSE
9,1,audio/2_Blood_On_The_Ground.mp3,angry,angry,1,1,TRUE
9,2,audio/25_Old_Blacktop.mp3,sad,sad,2,2,TRUE
9,3,audio/11_Be_Happy.mp3,happy,happy,2,3,TRUE
9,4,audio/23_Inside.mp3,sad,happy,4,4,FALSE
9,5,audio/12_Skank_Down.mp3,happy,none of these,3,3,FALSE
9,6,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,happy,4,4,FALSE
9,7,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,1,1,TRUE
9,8,audio/5_Love's_Requiem.mp3,sad,relaxed,4,4,FALSE
9,9,audio/14_Get_Lucky.mp3,happy,happy,4,4,TRUE
9,10,audio/12_Skinny_Love.mp3,sad,happy,4,4,FALSE
9,11,audio/24_Restless.mp3,happy,happy,4,4,TRUE
9,12,audio/1_The_Sweetest.mp3,relaxed,none of these,3,2,FALSE
9,13,audio/3_Walk_on_the_wild_side.mp3,relaxed,none of these,5,6,FALSE
9,14,audio/7_Digital.mp3,relaxed,happy,5,5,FALSE
9,15,audio/26_Make_Light.mp3,happy,happy,5,5,TRUE
9,16,audio/2_Incomplete.mp3,angry,angry,1,1,TRUE
9,17,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,happy,5,4,FALSE
9,18,audio/28_Valerie.mp3,happy,none of these,2,2,FALSE
9,19,audio/4_Come_On_Baby.mp3,relaxed,happy,5,5,FALSE
9,20,audio/4_Mbube.mp3,relaxed,happy,4,3,FALSE
9,21,audio/4_Destiny.mp3,relaxed,happy,3,3,FALSE
9,22,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,happy,6,6,FALSE
9,23,audio/8_Restless.mp3,happy,none of these,4,3,FALSE
9,24,audio/5_Valerie.mp3,happy,none of these,2,2,FALSE
9,25,audio/15_Here_Today.mp3,sad,sad,5,5,TRUE
9,26,audio/13_Motown_Junk.mp3,angry,angry,2,2,TRUE
9,27,audio/13_Boser_Wolf.mp3,sad,angry,2,2,FALSE
9,28,audio/2_Sweet_Song.mp3,relaxed,happy,5,5,FALSE
9,29,audio/21_Skank_Down.mp3,happy,none of these,2,2,FALSE
9,30,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,happy,4,4,FALSE
9,31,audio/4_Make_Light.mp3,happy,happy,4,4,TRUE
9,32,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,happy,4,5,FALSE
9,33,audio/2_Love's_Requiem.mp3,sad,relaxed,4,4,FALSE
9,34,audio/5_Get_Lucky.mp3,happy,happy,5,5,TRUE
9,35,audio/7_Here_Today.mp3,sad,happy,5,5,FALSE
9,36,audio/2_Inside.mp3,sad,happy,5,5,FALSE
9,37,audio/2_Boser_Wolf.mp3,sad,none of these,2,2,FALSE
9,38,audio/1_Skinny_Love.mp3,sad,happy,4,4,FALSE
9,39,audio/3_Old_Blacktop.mp3,sad,sad,3,3,TRUE
9,40,audio/9_Pain_(Live_Version).mp3,angry,angry,2,2,TRUE
9,41,audio/1_Be_Happy.mp3,happy,none of these,2,2,FALSE
10,0,audio/1_The_Sweetest.mp3,relaxed,relaxed,6,5,TRUE
10,1,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,happy,6,6,FALSE
10,2,audio/25_Old_Blacktop.mp3,sad,sad,2,3,TRUE
10,3,audio/5_Get_Lucky.mp3,happy,happy,5,5,TRUE
10,4,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,sad,4,4,TRUE
10,5,audio/3_Walk_on_the_wild_side.mp3,relaxed,relaxed,4,5,TRUE
10,6,audio/8_Restless.mp3,happy,happy,6,5,TRUE
10,7,audio/2_Incomplete.mp3,angry,angry,5,3,TRUE
10,8,audio/2_Love's_Requiem.mp3,sad,sad,4,3,TRUE
10,9,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,sad,3,4,TRUE
10,10,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,happy,5,5,FALSE
10,11,audio/26_Make_Light.mp3,happy,happy,6,5,TRUE
10,12,audio/12_Skinny_Love.mp3,sad,sad,4,2,TRUE
10,13,audio/16_Restless.mp3,happy,happy,6,5,TRUE
10,14,audio/7_Digital.mp3,relaxed,sad,4,3,FALSE
10,15,audio/11_Be_Happy.mp3,happy,happy,5,5,TRUE
10,16,audio/4_Destiny.mp3,relaxed,sad,2,3,FALSE
10,17,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,sad,2,3,TRUE
10,18,audio/7_Here_Today.mp3,sad,sad,2,2,TRUE
10,19,audio/2_Blood_On_The_Ground.mp3,angry,angry,5,3,TRUE
10,20,audio/12_Skank_Down.mp3,happy,happy,6,4,TRUE
10,21,audio/4_Mbube.mp3,relaxed,happy,6,5,FALSE
10,22,audio/14_Get_Lucky.mp3,happy,happy,4,5,TRUE
10,23,audio/4_Come_On_Baby.mp3,relaxed,sad,3,3,FALSE
10,24,audio/2_Inside.mp3,sad,sad,5,3,TRUE
10,25,audio/28_Valerie.mp3,happy,happy,6,5,TRUE
10,26,audio/5_Valerie.mp3,happy,happy,6,5,TRUE
10,27,audio/4_Make_Light.mp3,happy,happy,5,4,TRUE
10,28,audio/1_Skinny_Love.mp3,sad,sad,3,3,TRUE
10,29,audio/9_Pain_(Live_Version).mp3,angry,angry,5,2,TRUE
10,30,audio/2_Sweet_Song.mp3,relaxed,relaxed,3,4,TRUE
10,31,audio/13_Motown_Junk.mp3,angry,angry,4,4,TRUE
10,32,audio/24_Restless.mp3,happy,happy,4,5,TRUE
10,33,audio/21_Skank_Down.mp3,happy,happy,6,5,TRUE
10,34,audio/3_Old_Blacktop.mp3,sad,sad,4,3,TRUE
10,35,audio/5_Love's_Requiem.mp3,sad,sad,3,3,TRUE
10,36,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,4,2,TRUE
10,37,audio/1_Be_Happy.mp3,happy,happy,4,5,TRUE
10,38,audio/13_Boser_Wolf.mp3,sad,sad,2,3,TRUE
10,39,audio/2_Boser_Wolf.mp3,sad,sad,2,3,TRUE
10,40,audio/15_Here_Today.mp3,sad,sad,3,2,TRUE
10,41,audio/23_Inside.mp3,sad,happy,3,4,FALSE
11,0,audio/2_Inside.mp3,sad,sad,3,3,TRUE
11,1,audio/4_Destiny.mp3,relaxed,none of these,4,4,FALSE
11,2,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,none of these,4,4,FALSE
11,3,audio/26_Make_Light.mp3,happy,happy,7,6,TRUE
11,4,audio/12_Skank_Down.mp3,happy,happy,7,5,TRUE
11,5,audio/21_Skank_Down.mp3,happy,happy,7,5,TRUE
11,6,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,sad,4,3,TRUE
11,7,audio/2_Sweet_Song.mp3,relaxed,relaxed,2,5,TRUE
11,8,audio/5_Love's_Requiem.mp3,sad,sad,2,3,TRUE
11,9,audio/5_Get_Lucky.mp3,happy,relaxed,2,5,FALSE
11,10,audio/24_Restless.mp3,happy,happy,7,6,TRUE
11,11,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,happy,6,4,FALSE
11,12,audio/8_Restless.mp3,happy,none of these,4,4,FALSE
11,13,audio/15_Here_Today.mp3,sad,sad,2,3,TRUE
11,14,audio/2_Incomplete.mp3,angry,angry,6,2,TRUE
11,15,audio/14_Get_Lucky.mp3,happy,happy,6,4,TRUE
11,16,audio/1_Be_Happy.mp3,happy,happy,5,4,TRUE
11,17,audio/3_Old_Blacktop.mp3,sad,none of these,4,4,FALSE
11,18,audio/9_Pain_(Live_Version).mp3,angry,angry,5,2,TRUE
11,19,audio/4_Mbube.mp3,relaxed,happy,5,4,FALSE
11,20,audio/3_Walk_on_the_wild_side.mp3,relaxed,relaxed,5,5,TRUE
11,21,audio/28_Valerie.mp3,happy,happy,7,7,TRUE
11,22,audio/13_Motown_Junk.mp3,angry,none of these,4,4,FALSE
11,23,audio/12_Skinny_Love.mp3,sad,sad,3,3,TRUE
11,24,audio/23_Inside.mp3,sad,happy,5,4,FALSE
11,25,audio/1_The_Sweetest.mp3,relaxed,relaxed,3,5,TRUE
11,26,audio/25_Old_Blacktop.mp3,sad,sad,2,3,TRUE
11,27,audio/4_Make_Light.mp3,happy,relaxed,2,4,FALSE
11,28,audio/2_Boser_Wolf.mp3,sad,sad,3,3,TRUE
11,29,audio/16_Restless.mp3,happy,happy,6,5,TRUE
11,30,audio/4_Come_On_Baby.mp3,relaxed,relaxed,2,4,TRUE
11,31,audio/1_Skinny_Love.mp3,sad,sad,2,4,TRUE
11,32,audio/7_Here_Today.mp3,sad,sad,3,4,TRUE
11,33,audio/11_Be_Happy.mp3,happy,happy,6,5,TRUE
11,34,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,sad,3,4,TRUE
11,35,audio/13_Boser_Wolf.mp3,sad,angry,3,2,FALSE
11,36,audio/7_Digital.mp3,relaxed,sad,5,4,FALSE
11,37,audio/2_Love's_Requiem.mp3,sad,sad,2,3,TRUE
11,38,audio/2_Blood_On_The_Ground.mp3,angry,angry,5,2,TRUE
11,39,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,sad,3,4,TRUE
11,40,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,6,1,TRUE
11,41,audio/5_Valerie.mp3,happy,happy,7,7,TRUE
12,0,audio/2_Inside.mp3,sad,relaxed,3,4,FALSE
12,1,audio/3_Walk_on_the_wild_side.mp3,relaxed,relaxed,4,4,TRUE
12,2,audio/13_Motown_Junk.mp3,angry,none of these,6,4,FALSE
12,3,audio/25_Old_Blacktop.mp3,sad,sad,2,4,TRUE
12,4,audio/4_Mbube.mp3,relaxed,happy,5,5,FALSE
12,5,audio/1_Be_Happy.mp3,happy,happy,7,4,TRUE
12,6,audio/16_Restless.mp3,happy,happy,5,6,TRUE
12,7,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,sad,4,4,TRUE
12,8,audio/4_Destiny.mp3,relaxed,sad,5,3,FALSE
12,9,audio/21_Skank_Down.mp3,happy,happy,5,4,TRUE
12,10,audio/7_Here_Today.mp3,sad,sad,4,3,TRUE
12,11,audio/24_Restless.mp3,happy,none of these,5,5,FALSE
12,12,audio/2_Blood_On_The_Ground.mp3,angry,angry,6,5,TRUE
12,13,audio/7_Digital.mp3,relaxed,relaxed,5,4,TRUE
12,14,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,sad,4,3,TRUE
12,15,audio/2_Boser_Wolf.mp3,sad,happy,4,4,FALSE
12,16,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,sad,4,3,FALSE
12,17,audio/1_Skinny_Love.mp3,sad,sad,4,3,TRUE
12,18,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,7,3,TRUE
12,19,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,sad,5,4,TRUE
12,20,audio/9_Pain_(Live_Version).mp3,angry,angry,7,3,TRUE
12,21,audio/5_Valerie.mp3,happy,happy,5,5,TRUE
12,22,audio/8_Restless.mp3,happy,happy,4,3,TRUE
12,23,audio/5_Love's_Requiem.mp3,sad,sad,4,2,TRUE
12,24,audio/5_Get_Lucky.mp3,happy,sad,4,3,FALSE
12,25,audio/14_Get_Lucky.mp3,happy,happy,4,3,TRUE
12,26,audio/13_Boser_Wolf.mp3,sad,none of these,5,5,FALSE
12,27,audio/2_Sweet_Song.mp3,relaxed,relaxed,4,4,TRUE
12,28,audio/1_The_Sweetest.mp3,relaxed,relaxed,5,3,TRUE
12,29,audio/28_Valerie.mp3,happy,happy,5,5,TRUE
12,30,audio/11_Be_Happy.mp3,happy,happy,5,4,TRUE
12,31,audio/12_Skinny_Love.mp3,sad,sad,5,4,TRUE
12,32,audio/4_Make_Light.mp3,happy,relaxed,5,4,FALSE
12,33,audio/3_Old_Blacktop.mp3,sad,sad,4,4,TRUE
12,34,audio/2_Love's_Requiem.mp3,sad,sad,5,3,TRUE
12,35,audio/15_Here_Today.mp3,sad,relaxed,5,3,FALSE
12,36,audio/12_Skank_Down.mp3,happy,happy,5,4,TRUE
12,37,audio/23_Inside.mp3,sad,relaxed,4,4,FALSE
12,38,audio/26_Make_Light.mp3,happy,none of these,4,3,FALSE
12,39,audio/4_Come_On_Baby.mp3,relaxed,relaxed,3,4,TRUE
12,40,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,relaxed,4,5,FALSE
12,41,audio/2_Incomplete.mp3,angry,angry,6,4,TRUE
13,0,audio/2_Love's_Requiem.mp3,sad,none of these,3,4,FALSE
13,1,audio/5_Love's_Requiem.mp3,sad,sad,3,4,TRUE
13,2,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,relaxed,4,5,FALSE
13,3,audio/26_Make_Light.mp3,happy,happy,5,5,TRUE
13,4,audio/28_Valerie.mp3,happy,none of these,5,4,FALSE
13,5,audio/2_Blood_On_The_Ground.mp3,angry,angry,5,3,TRUE
13,6,audio/11_Be_Happy.mp3,happy,none of these,5,4,FALSE
13,7,audio/12_Skank_Down.mp3,happy,angry,5,3,FALSE
13,8,audio/2_Boser_Wolf.mp3,sad,relaxed,4,5,FALSE
13,9,audio/3_Walk_on_the_wild_side.mp3,relaxed,relaxed,2,6,TRUE
13,10,audio/16_Restless.mp3,happy,angry,6,3,FALSE
13,11,audio/4_Make_Light.mp3,happy,none of these,4,4,FALSE
13,12,audio/4_Come_On_Baby.mp3,relaxed,relaxed,4,5,TRUE
13,13,audio/4_Mbube.mp3,relaxed,happy,5,6,FALSE
13,14,audio/14_Get_Lucky.mp3,happy,happy,5,5,TRUE
13,15,audio/9_Pain_(Live_Version).mp3,angry,angry,4,2,TRUE
13,16,audio/5_Valerie.mp3,happy,none of these,5,4,FALSE
13,17,audio/7_Here_Today.mp3,sad,relaxed,2,6,FALSE
13,18,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,relaxed,2,5,FALSE
13,19,audio/1_Be_Happy.mp3,happy,happy,4,5,TRUE
13,20,audio/2_Inside.mp3,sad,relaxed,4,5,FALSE
13,21,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,none of these,5,5,FALSE
13,22,audio/24_Restless.mp3,happy,happy,4,5,TRUE
13,23,audio/2_Incomplete.mp3,angry,angry,5,3,TRUE
13,24,audio/8_Restless.mp3,happy,none of these,5,5,FALSE
13,25,audio/13_Boser_Wolf.mp3,sad,sad,3,3,TRUE
13,26,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,relaxed,5,5,TRUE
13,27,audio/3_Old_Blacktop.mp3,sad,sad,3,3,TRUE
13,28,audio/21_Skank_Down.mp3,happy,angry,5,3,FALSE
13,29,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,none of these,5,4,FALSE
13,30,audio/1_Skinny_Love.mp3,sad,sad,4,3,TRUE
13,31,audio/7_Digital.mp3,relaxed,none of these,4,4,FALSE
13,32,audio/25_Old_Blacktop.mp3,sad,sad,4,3,TRUE
13,33,audio/23_Inside.mp3,sad,none of these,5,5,FALSE
13,34,audio/5_Get_Lucky.mp3,happy,happy,5,5,TRUE
13,35,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,5,2,TRUE
13,36,audio/12_Skinny_Love.mp3,sad,sad,2,4,TRUE
13,37,audio/15_Here_Today.mp3,sad,sad,2,2,TRUE
13,38,audio/2_Sweet_Song.mp3,relaxed,relaxed,2,6,TRUE
13,39,audio/4_Destiny.mp3,relaxed,relaxed,3,5,TRUE
13,40,audio/13_Motown_Junk.mp3,angry,angry,6,2,TRUE
13,41,audio/1_The_Sweetest.mp3,relaxed,relaxed,4,5,TRUE
14,0,audio/2_Incomplete.mp3,angry,angry,6,4,TRUE
14,1,audio/13_Motown_Junk.mp3,angry,angry,6,5,TRUE
14,2,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,5,2,TRUE
14,3,audio/3_Old_Blacktop.mp3,sad,sad,2,3,TRUE
14,4,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,sad,2,3,TRUE
14,5,audio/24_Restless.mp3,happy,happy,4,6,TRUE
14,6,audio/7_Here_Today.mp3,sad,sad,2,2,TRUE
14,7,audio/2_Love's_Requiem.mp3,sad,sad,4,3,TRUE
14,8,audio/5_Love's_Requiem.mp3,sad,sad,4,3,TRUE
14,9,audio/16_Restless.mp3,happy,happy,5,5,TRUE
14,10,audio/1_Skinny_Love.mp3,sad,sad,2,2,TRUE
14,11,audio/13_Boser_Wolf.mp3,sad,relaxed,4,4,FALSE
14,12,audio/11_Be_Happy.mp3,happy,happy,4,5,TRUE
14,13,audio/2_Sweet_Song.mp3,relaxed,relaxed,4,3,TRUE
14,14,audio/2_Boser_Wolf.mp3,sad,relaxed,4,4,FALSE
14,15,audio/2_Inside.mp3,sad,sad,4,3,TRUE
14,16,audio/1_Be_Happy.mp3,happy,happy,4,5,TRUE
14,17,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,happy,4,5,FALSE
14,18,audio/9_Pain_(Live_Version).mp3,angry,angry,5,5,TRUE
14,19,audio/4_Destiny.mp3,relaxed,relaxed,4,4,TRUE
14,20,audio/7_Digital.mp3,relaxed,relaxed,4,5,TRUE
14,21,audio/12_Skank_Down.mp3,happy,happy,6,5,TRUE
14,22,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,sad,3,3,TRUE
14,23,audio/28_Valerie.mp3,happy,happy,6,5,TRUE
14,24,audio/2_Blood_On_The_Ground.mp3,angry,happy,6,5,FALSE
14,25,audio/4_Make_Light.mp3,happy,happy,6,6,TRUE
14,26,audio/25_Old_Blacktop.mp3,sad,relaxed,4,5,FALSE
14,27,audio/3_Walk_on_the_wild_side.mp3,relaxed,relaxed,3,3,TRUE
14,28,audio/4_Mbube.mp3,relaxed,happy,5,6,FALSE
14,29,audio/26_Make_Light.mp3,happy,happy,6,6,TRUE
14,30,audio/12_Skinny_Love.mp3,sad,sad,2,2,TRUE
14,31,audio/21_Skank_Down.mp3,happy,happy,6,6,TRUE
14,32,audio/1_The_Sweetest.mp3,relaxed,relaxed,4,5,TRUE
14,33,audio/4_Come_On_Baby.mp3,relaxed,relaxed,5,4,TRUE
14,34,audio/8_Restless.mp3,happy,happy,5,6,TRUE
14,35,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,relaxed,5,6,TRUE
14,36,audio/23_Inside.mp3,sad,sad,4,3,TRUE
14,37,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,sad,3,3,TRUE
14,38,audio/5_Valerie.mp3,happy,happy,6,6,TRUE
14,39,audio/15_Here_Today.mp3,sad,sad,4,2,TRUE
14,40,audio/5_Get_Lucky.mp3,happy,happy,3,6,TRUE
14,41,audio/14_Get_Lucky.mp3,happy,happy,5,6,TRUE
15,0,audio/23_Inside.mp3,sad,relaxed,4,4,FALSE
15,1,audio/28_Valerie.mp3,happy,none of these,5,5,FALSE
15,2,audio/14_Get_Lucky.mp3,happy,happy,4,5,TRUE
15,3,audio/4_Come_On_Baby.mp3,relaxed,relaxed,3,4,TRUE
15,4,audio/4_Mbube.mp3,relaxed,none of these,4,4,FALSE
15,5,audio/25_Old_Blacktop.mp3,sad,sad,3,3,TRUE
15,6,audio/2_Love's_Requiem.mp3,sad,sad,3,3,TRUE
15,7,audio/15_Here_Today.mp3,sad,relaxed,1,4,FALSE
15,8,audio/8_Restless.mp3,happy,none of these,6,4,FALSE
15,9,audio/2_Blood_On_The_Ground.mp3,angry,angry,7,4,TRUE
15,10,audio/12_Skank_Down.mp3,happy,angry,6,4,FALSE
15,11,audio/2_Boser_Wolf.mp3,sad,relaxed,3,4,FALSE
15,12,audio/4_Destiny.mp3,relaxed,none of these,5,4,FALSE
15,13,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,relaxed,3,4,FALSE
15,14,audio/9_Pain_(Live_Version).mp3,angry,angry,7,4,TRUE
15,15,audio/1_Skinny_Love.mp3,sad,sad,2,3,TRUE
15,16,audio/16_Restless.mp3,happy,none of these,6,4,FALSE
15,17,audio/13_Motown_Junk.mp3,angry,angry,6,4,TRUE
15,18,audio/4_Make_Light.mp3,happy,none of these,4,4,FALSE
15,19,audio/24_Restless.mp3,happy,none of these,5,4,FALSE
15,20,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,none of these,4,4,FALSE
15,21,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,7,4,TRUE
15,22,audio/7_Digital.mp3,relaxed,sad,4,3,FALSE
15,23,audio/11_Be_Happy.mp3,happy,sad,4,3,FALSE
15,24,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,sad,4,3,TRUE
15,25,audio/2_Sweet_Song.mp3,relaxed,sad,2,2,FALSE
15,26,audio/7_Here_Today.mp3,sad,sad,2,3,TRUE
15,27,audio/1_Be_Happy.mp3,happy,none of these,4,4,FALSE
15,28,audio/26_Make_Light.mp3,happy,relaxed,5,4,FALSE
15,29,audio/5_Love's_Requiem.mp3,sad,sad,3,3,TRUE
15,30,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,sad,4,3,TRUE
15,31,audio/5_Valerie.mp3,happy,happy,6,6,TRUE
15,32,audio/12_Skinny_Love.mp3,sad,sad,2,3,TRUE
15,33,audio/1_The_Sweetest.mp3,relaxed,none of these,4,3,FALSE
15,34,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,sad,3,2,TRUE
15,35,audio/2_Incomplete.mp3,angry,angry,6,4,TRUE
15,36,audio/3_Walk_on_the_wild_side.mp3,relaxed,relaxed,3,3,TRUE
15,37,audio/5_Get_Lucky.mp3,happy,happy,4,5,TRUE
15,38,audio/13_Boser_Wolf.mp3,sad,sad,4,3,TRUE
15,39,audio/21_Skank_Down.mp3,happy,none of these,6,4,FALSE
15,40,audio/3_Old_Blacktop.mp3,sad,sad,3,1,TRUE
15,41,audio/2_Inside.mp3,sad,sad,2,2,TRUE
16,0,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,relaxed,3,6,FALSE
16,1,audio/5_Get_Lucky.mp3,happy,happy,5,7,TRUE
16,2,audio/24_Restless.mp3,happy,happy,6,6,TRUE
16,3,audio/14_Get_Lucky.mp3,happy,happy,6,7,TRUE
16,4,audio/26_Make_Light.mp3,happy,relaxed,6,6,FALSE
16,5,audio/4_Destiny.mp3,relaxed,relaxed,4,5,TRUE
16,6,audio/13_Boser_Wolf.mp3,sad,relaxed,3,4,FALSE
16,7,audio/28_Valerie.mp3,happy,angry,5,3,FALSE
16,8,audio/5_Valerie.mp3,happy,happy,7,7,TRUE
16,9,audio/7_Digital.mp3,relaxed,sad,2,2,FALSE
16,10,audio/9_Pain_(Live_Version).mp3,angry,angry,7,3,TRUE
16,11,audio/3_Old_Blacktop.mp3,sad,sad,2,3,TRUE
16,12,audio/11_Be_Happy.mp3,happy,relaxed,3,5,FALSE
16,13,audio/15_Bunkertor_7_(German_Texture).mp3,angry,angry,7,1,TRUE
16,14,audio/8_Restless.mp3,happy,happy,4,5,TRUE
16,15,audio/4_Make_Light.mp3,happy,relaxed,3,6,FALSE
16,16,audio/4_Mbube.mp3,relaxed,happy,3,7,FALSE
16,17,audio/1_The_Sweetest.mp3,relaxed,relaxed,4,6,TRUE
16,18,audio/1_Skinny_Love.mp3,sad,sad,3,2,TRUE
16,19,audio/2_Love's_Requiem.mp3,sad,sad,2,2,TRUE
16,20,audio/12_Skank_Down.mp3,happy,happy,6,6,TRUE
16,21,audio/21_Skank_Down.mp3,happy,happy,5,6,TRUE
16,22,audio/16_Restless.mp3,happy,relaxed,5,4,FALSE
16,23,audio/2_Blood_On_The_Ground.mp3,angry,angry,6,5,TRUE
16,24,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,sad,3,2,TRUE
16,25,audio/2_Boser_Wolf.mp3,sad,relaxed,4,5,FALSE
16,26,audio/15_Here_Today.mp3,sad,sad,2,1,TRUE
16,27,audio/25_Old_Blacktop.mp3,sad,sad,1,2,TRUE
16,28,audio/2_Inside.mp3,sad,sad,4,2,TRUE
16,29,audio/1_Be_Happy.mp3,happy,happy,4,6,TRUE
16,30,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,relaxed,3,6,FALSE
16,31,audio/3_Walk_on_the_wild_side.mp3,relaxed,relaxed,2,5,TRUE
16,32,audio/13_Motown_Junk.mp3,angry,happy,6,6,FALSE
16,33,audio/7_Here_Today.mp3,sad,relaxed,3,3,FALSE
16,34,audio/2_Incomplete.mp3,angry,none of these,6,4,FALSE
16,35,audio/2_Sweet_Song.mp3,relaxed,sad,3,2,FALSE
16,36,audio/5_Love's_Requiem.mp3,sad,sad,3,3,TRUE
16,37,audio/2_On_A_Slow_Boat_To_China.mp3,relaxed,relaxed,4,5,TRUE
16,38,audio/23_Inside.mp3,sad,happy,3,5,FALSE
16,39,audio/4_Come_On_Baby.mp3,relaxed,sad,2,3,FALSE
16,40,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,sad,3,3,TRUE
16,41,audio/12_Skinny_Love.mp3,sad,sad,4,1,TRUE
17,0,audio/7_Digital.mp3,relaxed,relaxed,3,5,TRUE
17,1,audio/13_Motown_Junk.mp3,angry,none of these,5,3,FALSE
17,2,audio/5_Valerie.mp3,happy,happy,5,6,TRUE
17,3,audio/24_Restless.mp3,happy,relaxed,3,4,FALSE
17,4,audio/26_Make_Light.mp3,happy,relaxed,3,7,FALSE
17,5,audio/2_Inside.mp3,sad,relaxed,5,7,FALSE
17,6,audio/8_Fire_And_Rain__(LP_Version).mp3,sad,relaxed,5,6,FALSE
17,7,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,sad,relaxed,5,6,FALSE
17,8,audio/14_Get_Lucky.mp3,happy,happy,6,5,TRUE
17,9,audio/11_Be_Happy.mp3,happy,relaxed,3,4,FALSE
17,10,audio/12_Fire_And_Rain_(LP_Version).mp3,sad,relaxed,6,5,FALSE
17,11,audio/2_Love's_Requiem.mp3,sad,relaxed,4,3,FALSE
17,12,audio/4_Come_On_Baby.mp3,relaxed,relaxed,4,4,TRUE
17,13,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,sad,happy,4,3,FALSE
17,14,audio/3_Old_Blacktop.mp3,sad,relaxed,6,5,FALSE
17,15,audio/8_Restless.mp3,happy,happy,5,6,TRUE
17,16,audio/2_Incomplete.mp3,angry,none of these,3,3,FALSE
17,17,audio/16_Restless.mp3,happy,happy,5,6,TRUE
17,18,audio/4_Destiny.mp3,relaxed,relaxed,5,4,TRUE
17,19,audio/7_Here_Today.mp3,sad,happy,6,6,FALSE
17,20,audio/2_Blood_On_The_Ground.mp3,angry,happy,6,6,FALSE
17,21,audio/13_Boser_Wolf.mp3,sad,happy,5,4,FALSE
